Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","004","Afghanistan","5111","Stocks","02132","Asses","2021","2021","Head","1561764","I","Imputed value"
"QCL","Crops and livestock products","004","Afghanistan","5111","Stocks","02121.01","Camels","2021","2021","Head","169286","I","Imputed value"
"QCL","Crops and livestock products","004","Afghanistan","5111","Stocks","02111","Cattle","2021","2021","Head","5122077","E","Estimated value"
"QCL","Crops and livestock products","004","Afghanistan","5112","Stocks","02151","Chickens","2021","2021","1000 Head","13855","I","Imputed value"
"QCL","Crops and livestock products","004","Afghanistan","5111","Stocks","02123","Goats","2021","2021","Head","7990484","I","Imputed value"
"QCL","Crops and livestock products","004","Afghanistan","5111","Stocks","02131","Horses","2021","2021","Head","18700","I","Imputed value"
"QCL","Crops and livestock products","004","Afghanistan","5111","Stocks","02133","Mules and hinnies","2021","2021","Head","23947","I","Imputed value"
"QCL","Crops and livestock products","004","Afghanistan","5111","Stocks","02122","Sheep","2021","2021","Head","13530316","E","Estimated value"
"QCL","Crops and livestock products","008","Albania","5111","Stocks","02132","Asses","2021","2021","Head","58000","T","Unofficial figure"
"QCL","Crops and livestock products","008","Albania","5114","Stocks","02196","Bees","2021","2021","No","393635","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5111","Stocks","02112","Buffalo","2021","2021","Head","94","I","Imputed value"
"QCL","Crops and livestock products","008","Albania","5111","Stocks","02111","Cattle","2021","2021","Head","336784","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5112","Stocks","02151","Chickens","2021","2021","1000 Head","7652","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5112","Stocks","02154","Ducks","2021","2021","1000 Head","0","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","008","Albania","5112","Stocks","02153","Geese","2021","2021","1000 Head","0","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","008","Albania","5111","Stocks","02123","Goats","2021","2021","Head","775337","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5111","Stocks","02131","Horses","2021","2021","Head","75568","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5111","Stocks","02133","Mules and hinnies","2021","2021","Head","0","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","008","Albania","5111","Stocks","02122","Sheep","2021","2021","Head","1480450","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5111","Stocks","02140","Swine / pigs","2021","2021","Head","159237","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5112","Stocks","02152","Turkeys","2021","2021","1000 Head","411","A","Official figure"
"QCL","Crops and livestock products","012","Algeria","5111","Stocks","02132","Asses","2021","2021","Head","80451","A","Official figure"
"QCL","Crops and livestock products","012","Algeria","5114","Stocks","02196","Bees","2021","2021","No","426469","E","Estimated value"
"QCL","Crops and livestock products","012","Algeria","5111","Stocks","02121.01","Camels","2021","2021","Head","448546","A","Official figure"
"QCL","Crops and livestock products","012","Algeria","5111","Stocks","02111","Cattle","2021","2021","Head","1734476","A","Official figure"
"QCL","Crops and livestock products","012","Algeria","5112","Stocks","02151","Chickens","2021","2021","1000 Head","137269","I","Imputed value"
"QCL","Crops and livestock products","012","Algeria","5112","Stocks","02154","Ducks","2021","2021","1000 Head","64","I","Imputed value"
"QCL","Crops and livestock products","012","Algeria","5112","Stocks","02153","Geese","2021","2021","1000 Head","48","I","Imputed value"
"QCL","Crops and livestock products","012","Algeria","5111","Stocks","02123","Goats","2021","2021","Head","5029042","A","Official figure"
"QCL","Crops and livestock products","012","Algeria","5111","Stocks","02131","Horses","2021","2021","Head","50231","A","Official figure"
"QCL","Crops and livestock products","012","Algeria","5111","Stocks","02133","Mules and hinnies","2021","2021","Head","17518","A","Official figure"
"QCL","Crops and livestock products","012","Algeria","5112","Stocks","02191","Rabbits and hares","2021","2021","1000 Head","1695","I","Imputed value"
"QCL","Crops and livestock products","012","Algeria","5111","Stocks","02122","Sheep","2021","2021","Head","31126445","A","Official figure"
"QCL","Crops and livestock products","012","Algeria","5111","Stocks","02140","Swine / pigs","2021","2021","Head","4616","E","Estimated value"
"QCL","Crops and livestock products","012","Algeria","5112","Stocks","02152","Turkeys","2021","2021","1000 Head","93","I","Imputed value"
"QCL","Crops and livestock products","024","Angola","5111","Stocks","02132","Asses","2021","2021","Head","4487","I","Imputed value"
"QCL","Crops and livestock products","024","Angola","5114","Stocks","02196","Bees","2021","2021","No","1187289","I","Imputed value"
"QCL","Crops and livestock products","024","Angola","5111","Stocks","02111","Cattle","2021","2021","Head","5189749","E","Estimated value"
"QCL","Crops and livestock products","024","Angola","5112","Stocks","02151","Chickens","2021","2021","1000 Head","50213","I","Imputed value"
"QCL","Crops and livestock products","024","Angola","5111","Stocks","02123","Goats","2021","2021","Head","4572562","E","Estimated value"
"QCL","Crops and livestock products","024","Angola","5111","Stocks","02131","Horses","2021","2021","Head","1021","I","Imputed value"
"QCL","Crops and livestock products","024","Angola","5111","Stocks","02122","Sheep","2021","2021","Head","1212553","E","Estimated value"
"QCL","Crops and livestock products","024","Angola","5111","Stocks","02140","Swine / pigs","2021","2021","Head","3656924","E","Estimated value"
"QCL","Crops and livestock products","028","Antigua and Barbuda","5111","Stocks","02132","Asses","2021","2021","Head","1738","I","Imputed value"
"QCL","Crops and livestock products","028","Antigua and Barbuda","5111","Stocks","02111","Cattle","2021","2021","Head","3583","I","Imputed value"
"QCL","Crops and livestock products","028","Antigua and Barbuda","5112","Stocks","02151","Chickens","2021","2021","1000 Head","161","I","Imputed value"
"QCL","Crops and livestock products","028","Antigua and Barbuda","5111","Stocks","02123","Goats","2021","2021","Head","22330","I","Imputed value"
"QCL","Crops and livestock products","028","Antigua and Barbuda","5111","Stocks","02131","Horses","2021","2021","Head","496","I","Imputed value"
"QCL","Crops and livestock products","028","Antigua and Barbuda","5111","Stocks","02122","Sheep","2021","2021","Head","8612","I","Imputed value"
"QCL","Crops and livestock products","028","Antigua and Barbuda","5111","Stocks","02140","Swine / pigs","2021","2021","Head","5326","I","Imputed value"
"QCL","Crops and livestock products","032","Argentina","5111","Stocks","02132","Asses","2021","2021","Head","56868","A","Official figure"
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","2021","2021","No","2964676","I","Imputed value"
"QCL","Crops and livestock products","032","Argentina","5111","Stocks","02111","Cattle","2021","2021","Head","53416435","A","Official figure"
"QCL","Crops and livestock products","032","Argentina","5112","Stocks","02151","Chickens","2021","2021","1000 Head","115536","A","Official figure"
"QCL","Crops and livestock products","032","Argentina","5112","Stocks","02154","Ducks","2021","2021","1000 Head","2625","I","Imputed value"
"QCL","Crops and livestock products","032","Argentina","5112","Stocks","02153","Geese","2021","2021","1000 Head","167","I","Imputed value"
"QCL","Crops and livestock products","032","Argentina","5111","Stocks","02123","Goats","2021","2021","Head","4280903","A","Official figure"
"QCL","Crops and livestock products","032","Argentina","5111","Stocks","02131","Horses","2021","2021","Head","2462982","A","Official figure"
"QCL","Crops and livestock products","032","Argentina","5111","Stocks","02133","Mules and hinnies","2021","2021","Head","41930","A","Official figure"
"QCL","Crops and livestock products","032","Argentina","5112","Stocks","02191","Rabbits and hares","2021","2021","1000 Head","1141","E","Estimated value"
"QCL","Crops and livestock products","032","Argentina","5111","Stocks","02122","Sheep","2021","2021","Head","13347911","A","Official figure"
"QCL","Crops and livestock products","032","Argentina","5111","Stocks","02140","Swine / pigs","2021","2021","Head","5477107","A","Official figure"
"QCL","Crops and livestock products","032","Argentina","5112","Stocks","02152","Turkeys","2021","2021","1000 Head","2958","I","Imputed value"
"QCL","Crops and livestock products","051","Armenia","5111","Stocks","02132","Asses","2021","2021","Head","1402","I","Imputed value"
"QCL","Crops and livestock products","051","Armenia","5114","Stocks","02196","Bees","2021","2021","No","228124","I","Imputed value"
"QCL","Crops and livestock products","051","Armenia","5111","Stocks","02112","Buffalo","2021","2021","Head","698","I","Imputed value"
"QCL","Crops and livestock products","051","Armenia","5111","Stocks","02111","Cattle","2021","2021","Head","580567","E","Estimated value"
"QCL","Crops and livestock products","051","Armenia","5112","Stocks","02151","Chickens","2021","2021","1000 Head","4318","E","Estimated value"
"QCL","Crops and livestock products","051","Armenia","5111","Stocks","02123","Goats","2021","2021","Head","22522","E","Estimated value"
"QCL","Crops and livestock products","051","Armenia","5111","Stocks","02131","Horses","2021","2021","Head","11859","I","Imputed value"
"QCL","Crops and livestock products","051","Armenia","5111","Stocks","02133","Mules and hinnies","2021","2021","Head","13","I","Imputed value"
"QCL","Crops and livestock products","051","Armenia","5112","Stocks","02191","Rabbits and hares","2021","2021","1000 Head","39","I","Imputed value"
"QCL","Crops and livestock products","051","Armenia","5111","Stocks","02122","Sheep","2021","2021","Head","631094","E","Estimated value"
"QCL","Crops and livestock products","051","Armenia","5111","Stocks","02140","Swine / pigs","2021","2021","Head","195961","E","Estimated value"
"QCL","Crops and livestock products","051","Armenia","5112","Stocks","02152","Turkeys","2021","2021","1000 Head","147","I","Imputed value"
"QCL","Crops and livestock products","036","Australia","5111","Stocks","02132","Asses","2021","2021","Head","1896","I","Imputed value"
"QCL","Crops and livestock products","036","Australia","5114","Stocks","02196","Bees","2021","2021","No","559019","I","Imputed value"
"QCL","Crops and livestock products","036","Australia","5111","Stocks","02112","Buffalo","2021","2021","Head","0","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","036","Australia","5111","Stocks","02111","Cattle","2021","2021","Head","24431174","A","Official figure"
"QCL","Crops and livestock products","036","Australia","5112","Stocks","02151","Chickens","2021","2021","1000 Head","111189","A","Official figure"
"QCL","Crops and livestock products","036","Australia","5112","Stocks","02154","Ducks","2021","2021","1000 Head","1114","I","Imputed value"
"QCL","Crops and livestock products","036","Australia","5111","Stocks","02123","Goats","2021","2021","Head","3933693","I","Imputed value"
"QCL","Crops and livestock products","036","Australia","5111","Stocks","02131","Horses","2021","2021","Head","217402","E","Estimated value"
"QCL","Crops and livestock products","036","Australia","5111","Stocks","02122","Sheep","2021","2021","Head","68047402","A","Official figure"
"QCL","Crops and livestock products","036","Australia","5111","Stocks","02140","Swine / pigs","2021","2021","Head","2577597","A","Official figure"
"QCL","Crops and livestock products","036","Australia","5112","Stocks","02152","Turkeys","2021","2021","1000 Head","1075","I","Imputed value"
"QCL","Crops and livestock products","040","Austria","5114","Stocks","02196","Bees","2021","2021","No","456000","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02111","Cattle","2021","2021","Head","1870100","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02123","Goats","2021","2021","Head","100600","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02122","Sheep","2021","2021","Head","402350","A","Official figure"
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02140","Swine / pigs","2021","2021","Head","2785590","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02132","Asses","2021","2021","Head","21047","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5114","Stocks","02196","Bees","2021","2021","No","625300","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02112","Buffalo","2021","2021","Head","129137","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02121.01","Camels","2021","2021","Head","332","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02111","Cattle","2021","2021","Head","2519692","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5112","Stocks","02151","Chickens","2021","2021","1000 Head","29624","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02123","Goats","2021","2021","Head","585520","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02131","Horses","2021","2021","Head","58396","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02133","Mules and hinnies","2021","2021","Head","55","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02122","Sheep","2021","2021","Head","7314166","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02140","Swine / pigs","2021","2021","Head","5954","A","Official figure"
"QCL","Crops and livestock products","031","Azerbaijan","5112","Stocks","02152","Turkeys","2021","2021","1000 Head","1351","I","Imputed value"
"QCL","Crops and livestock products","044","Bahamas","5111","Stocks","02111","Cattle","2021","2021","Head","772","I","Imputed value"
"QCL","Crops and livestock products","044","Bahamas","5112","Stocks","02151","Chickens","2021","2021","1000 Head","3181","I","Imputed value"
"QCL","Crops and livestock products","044","Bahamas","5111","Stocks","02123","Goats","2021","2021","Head","15108","I","Imputed value"
"QCL","Crops and livestock products","044","Bahamas","5111","Stocks","02131","Horses","2021","2021","Head","0","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","044","Bahamas","5111","Stocks","02122","Sheep","2021","2021","Head","6595","I","Imputed value"
"QCL","Crops and livestock products","044","Bahamas","5111","Stocks","02140","Swine / pigs","2021","2021","Head","5028","I","Imputed value"
"QCL","Crops and livestock products","048","Bahrain","5111","Stocks","02132","Asses","2021","2021","Head","0","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","048","Bahrain","5111","Stocks","02121.01","Camels","2021","2021","Head","1094","I","Imputed value"
"QCL","Crops and livestock products","048","Bahrain","5111","Stocks","02111","Cattle","2021","2021","Head","7500","A","Official figure"
"QCL","Crops and livestock products","048","Bahrain","5112","Stocks","02151","Chickens","2021","2021","1000 Head","1534","I","Imputed value"
"QCL","Crops and livestock products","048","Bahrain","5111","Stocks","02123","Goats","2021","2021","Head","25000","A","Official figure"
"QCL","Crops and livestock products","048","Bahrain","5111","Stocks","02122","Sheep","2021","2021","Head","60000","A","Official figure"
"QCL","Crops and livestock products","050","Bangladesh","5111","Stocks","02112","Buffalo","2021","2021","Head","1500000","A","Official figure"
"QCL","Crops and livestock products","050","Bangladesh","5111","Stocks","02111","Cattle","2021","2021","Head","24545000","A","Official figure"
"QCL","Crops and livestock products","050","Bangladesh","5112","Stocks","02151","Chickens","2021","2021","1000 Head","304106","A","Official figure"
"QCL","Crops and livestock products","050","Bangladesh","5112","Stocks","02154","Ducks","2021","2021","1000 Head","61746","A","Official figure"
"QCL","Crops and livestock products","050","Bangladesh","5111","Stocks","02123","Goats","2021","2021","Head","59953432","E","Estimated value"
"QCL","Crops and livestock products","050","Bangladesh","5111","Stocks","02122","Sheep","2021","2021","Head","2126766","E","Estimated value"
"QCL","Crops and livestock products","052","Barbados","5111","Stocks","02132","Asses","2021","2021","Head","2202","I","Imputed value"
"QCL","Crops and livestock products","052","Barbados","5111","Stocks","02111","Cattle","2021","2021","Head","11873","I","Imputed value"
"QCL","Crops and livestock products","052","Barbados","5112","Stocks","02151","Chickens","2021","2021","1000 Head","4240","I","Imputed value"
"QCL","Crops and livestock products","052","Barbados","5111","Stocks","02123","Goats","2021","2021","Head","5568","I","Imputed value"
"QCL","Crops and livestock products","052","Barbados","5111","Stocks","02131","Horses","2021","2021","Head","1237","I","Imputed value"
"QCL","Crops and livestock products","052","Barbados","5111","Stocks","02133","Mules and hinnies","2021","2021","Head","2000","I","Imputed value"
"QCL","Crops and livestock products","052","Barbados","5111","Stocks","02122","Sheep","2021","2021","Head","13612","I","Imputed value"
"QCL","Crops and livestock products","052","Barbados","5111","Stocks","02140","Swine / pigs","2021","2021","Head","24044","I","Imputed value"
"QCL","Crops and livestock products","052","Barbados","5112","Stocks","02152","Turkeys","2021","2021","1000 Head","79","I","Imputed value"
"QCL","Crops and livestock products","112","Belarus","5111","Stocks","02132","Asses","2021","2021","Head","9042","I","Imputed value"
"QCL","Crops and livestock products","112","Belarus","5114","Stocks","02196","Bees","2021","2021","No","203405","I","Imputed value"
"QCL","Crops and livestock products","112","Belarus","5111","Stocks","02111","Cattle","2021","2021","Head","4235900","A","Official figure"
"QCL","Crops and livestock products","112","Belarus","5112","Stocks","02151","Chickens","2021","2021","1000 Head","32367","I","Imputed value"
"QCL","Crops and livestock products","112","Belarus","5112","Stocks","02154","Ducks","2021","2021","1000 Head","2141","I","Imputed value"
"QCL","Crops and livestock products","112","Belarus","5111","Stocks","02123","Goats","2021","2021","Head","55400","A","Official figure"
"QCL","Crops and livestock products","112","Belarus","5111","Stocks","02131","Horses","2021","2021","Head","29500","A","Official figure"
"QCL","Crops and livestock products","112","Belarus","5112","Stocks","02191","Rabbits and hares","2021","2021","1000 Head","294","E","Estimated value"
"QCL","Crops and livestock products","112","Belarus","5111","Stocks","02122","Sheep","2021","2021","Head","84200","A","Official figure"
"QCL","Crops and livestock products","112","Belarus","5111","Stocks","02140","Swine / pigs","2021","2021","Head","2551000","A","Official figure"
"QCL","Crops and livestock products","112","Belarus","5112","Stocks","02152","Turkeys","2021","2021","1000 Head","1483","I","Imputed value"
"QCL","Crops and livestock products","056","Belgium","5111","Stocks","02111","Cattle","2021","2021","Head","2310440","A","Official figure"
"QCL","Crops and livestock products","056","Belgium","5112","Stocks","02151","Chickens","2021","2021","1000 Head","36946","A","Official figure"
"QCL","Crops and livestock products","056","Belgium","5111","Stocks","02140","Swine / pigs","2021","2021","Head","6042150","A","Official figure"
"QCL","Crops and livestock products","084","Belize","5114","Stocks","02196","Bees","2021","2021","No","2034","I","Imputed value"
"QCL","Crops and livestock products","084","Belize","5111","Stocks","02111","Cattle","2021","2021","Head","104318","I","Imputed value"
"QCL","Crops and livestock products","084","Belize","5112","Stocks","02151","Chickens","2021","2021","1000 Head","1687","I","Imputed value"
"QCL","Crops and livestock products","084","Belize","5112","Stocks","02154","Ducks","2021","2021","1000 Head","12","I","Imputed value"
"QCL","Crops and livestock products","084","Belize","5111","Stocks","02123","Goats","2021","2021","Head","188","I","Imputed value"
"QCL","Crops and livestock products","084","Belize","5111","Stocks","02131","Horses","2021","2021","Head","6173","I","Imputed value"
"QCL","Crops and livestock products","084","Belize","5111","Stocks","02133","Mules and hinnies","2021","2021","Head","4592","I","Imputed value"
"QCL","Crops and livestock products","084","Belize","5111","Stocks","02122","Sheep","2021","2021","Head","15453","I","Imputed value"
"QCL","Crops and livestock products","084","Belize","5111","Stocks","02140","Swine / pigs","2021","2021","Head","23396","I","Imputed value"
"QCL","Crops and livestock products","084","Belize","5112","Stocks","02152","Turkeys","2021","2021","1000 Head","52","I","Imputed value"
"QCL","Crops and livestock products","204","Benin","5111","Stocks","02132","Asses","2021","2021","Head","635","I","Imputed value"
"QCL","Crops and livestock products","204","Benin","5111","Stocks","02111","Cattle","2021","2021","Head","2623290","I","Imputed value"
"QCL","Crops and livestock products","204","Benin","5112","Stocks","02151","Chickens","2021","2021","1000 Head","23092","I","Imputed value"
"QCL","Crops and livestock products","204","Benin","5111","Stocks","02123","Goats","2021","2021","Head","2042758","I","Imputed value"
"QCL","Crops and livestock products","204","Benin","5111","Stocks","02131","Horses","2021","2021","Head","1161","I","Imputed value"
"QCL","Crops and livestock products","204","Benin","5111","Stocks","02122","Sheep","2021","2021","Head","1001441","I","Imputed value"
"QCL","Crops and livestock products","204","Benin","5111","Stocks","02140","Swine / pigs","2021","2021","Head","565141","I","Imputed value"
"QCL","Crops and livestock products","064","Bhutan","5111","Stocks","02132","Asses","2021","2021","Head","17938","I","Imputed value"
"QCL","Crops and livestock products","064","Bhutan","5111","Stocks","02112","Buffalo","2021","2021","Head","50535","A","Official figure"
"QCL","Crops and livestock products","064","Bhutan","5111","Stocks","02111","Cattle","2021","2021","Head","295444","A","Official figure"
"QCL","Crops and livestock products","064","Bhutan","5112","Stocks","02151","Chickens","2021","2021","1000 Head","1384","A","Official figure"
"QCL","Crops and livestock products","064","Bhutan","5111","Stocks","02123","Goats","2021","2021","Head","59577","A","Official figure"
"QCL","Crops and livestock products","064","Bhutan","5111","Stocks","02131","Horses","2021","2021","Head","12418","A","Official figure"
"QCL","Crops and livestock products","064","Bhutan","5111","Stocks","02133","Mules and hinnies","2021","2021","Head","4944","I","Imputed value"
"QCL","Crops and livestock products","064","Bhutan","5111","Stocks","02122","Sheep","2021","2021","Head","10694","A","Official figure"
"QCL","Crops and livestock products","064","Bhutan","5111","Stocks","02140","Swine / pigs","2021","2021","Head","22954","A","Official figure"
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5111","Stocks","02132","Asses","2021","2021","Head","635473","I","Imputed value"
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5114","Stocks","02196","Bees","2021","2021","No","0","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5111","Stocks","02111","Cattle","2021","2021","Head","10385482","A","Official figure"
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5112","Stocks","02151","Chickens","2021","2021","1000 Head","217662","I","Imputed value"
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5112","Stocks","02154","Ducks","2021","2021","1000 Head","704","E","Estimated value"
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5111","Stocks","02123","Goats","2021","2021","Head","2281252","A","Official figure"
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5111","Stocks","02131","Horses","2021","2021","Head","512893","I","Imputed value"
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5111","Stocks","02133","Mules and hinnies","2021","2021","Head","83003","I","Imputed value"
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5111","Stocks","02121.02","Other camelids","2021","2021","Head","3071009","A","Official figure"
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5112","Stocks","02192.01","Other rodents","2021","2021","1000 Head","426","I","Imputed value"
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5112","Stocks","02191","Rabbits and hares","2021","2021","1000 Head","299","I","Imputed value"
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5111","Stocks","02122","Sheep","2021","2021","Head","7633504","A","Official figure"
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5111","Stocks","02140","Swine / pigs","2021","2021","Head","3261149","A","Official figure"
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5114","Stocks","02196","Bees","2021","2021","No","262945","A","Official figure"
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5111","Stocks","02111","Cattle","2021","2021","Head","341898","A","Official figure"
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5112","Stocks","02151","Chickens","2021","2021","1000 Head","8727","A","Official figure"
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5112","Stocks","02154","Ducks","2021","2021","1000 Head","10","A","Official figure"
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5112","Stocks","02153","Geese","2021","2021","1000 Head","3","A","Official figure"
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5111","Stocks","02123","Goats","2021","2021","Head","48372","A","Official figure"
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5111","Stocks","02131","Horses","2021","2021","Head","3960","A","Official figure"
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5112","Stocks","02191","Rabbits and hares","2021","2021","1000 Head","6","A","Official figure"
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5111","Stocks","02122","Sheep","2021","2021","Head","1029966","A","Official figure"
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5111","Stocks","02140","Swine / pigs","2021","2021","Head","555792","A","Official figure"
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5112","Stocks","02152","Turkeys","2021","2021","1000 Head","21","A","Official figure"
"QCL","Crops and livestock products","072","Botswana","5111","Stocks","02132","Asses","2021","2021","Head","104536","I","Imputed value"
"QCL","Crops and livestock products","072","Botswana","5111","Stocks","02111","Cattle","2021","2021","Head","1026589","E","Estimated value"
"QCL","Crops and livestock products","072","Botswana","5112","Stocks","02151","Chickens","2021","2021","1000 Head","908","I","Imputed value"
"QCL","Crops and livestock products","072","Botswana","5111","Stocks","02123","Goats","2021","2021","Head","1217817","I","Imputed value"
"QCL","Crops and livestock products","072","Botswana","5111","Stocks","02131","Horses","2021","2021","Head","24138","I","Imputed value"
"QCL","Crops and livestock products","072","Botswana","5111","Stocks","02133","Mules and hinnies","2021","2021","Head","3286","I","Imputed value"
"QCL","Crops and livestock products","072","Botswana","5112","Stocks","02191","Rabbits and hares","2021","2021","1000 Head","125","I","Imputed value"
"QCL","Crops and livestock products","072","Botswana","5111","Stocks","02122","Sheep","2021","2021","Head","183370","I","Imputed value"
"QCL","Crops and livestock products","072","Botswana","5111","Stocks","02140","Swine / pigs","2021","2021","Head","1345","I","Imputed value"
"QCL","Crops and livestock products","076","Brazil","5111","Stocks","02132","Asses","2021","2021","Head","800361","I","Imputed value"
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","2021","2021","No","1030445","I","Imputed value"
"QCL","Crops and livestock products","076","Brazil","5111","Stocks","02112","Buffalo","2021","2021","Head","1551618","A","Official figure"
"QCL","Crops and livestock products","076","Brazil","5111","Stocks","02111","Cattle","2021","2021","Head","224602112","A","Official figure"
"QCL","Crops and livestock products","076","Brazil","5112","Stocks","02151","Chickens","2021","2021","1000 Head","1530669","A","Official figure"
"QCL","Crops and livestock products","076","Brazil","5112","Stocks","02154","Ducks","2021","2021","1000 Head","3438","E","Estimated value"
"QCL","Crops and livestock products","076","Brazil","5111","Stocks","02123","Goats","2021","2021","Head","11923630","A","Official figure"
"QCL","Crops and livestock products","076","Brazil","5111","Stocks","02131","Horses","2021","2021","Head","5777046","A","Official figure"
"QCL","Crops and livestock products","076","Brazil","5111","Stocks","02133","Mules and hinnies","2021","2021","Head","1235457","I","Imputed value"
"QCL","Crops and livestock products","076","Brazil","5112","Stocks","02191","Rabbits and hares","2021","2021","1000 Head","174","E","Estimated value"
"QCL","Crops and livestock products","076","Brazil","5111","Stocks","02122","Sheep","2021","2021","Head","20537474","A","Official figure"
"QCL","Crops and livestock products","076","Brazil","5111","Stocks","02140","Swine / pigs","2021","2021","Head","42538652","A","Official figure"
"QCL","Crops and livestock products","076","Brazil","5112","Stocks","02152","Turkeys","2021","2021","1000 Head","30786","E","Estimated value"
"QCL","Crops and livestock products","096","Brunei Darussalam","5111","Stocks","02112","Buffalo","2021","2021","Head","1311","A","Official figure"
"QCL","Crops and livestock products","096","Brunei Darussalam","5111","Stocks","02111","Cattle","2021","2021","Head","353","A","Official figure"
"QCL","Crops and livestock products","096","Brunei Darussalam","5112","Stocks","02151","Chickens","2021","2021","1000 Head","21596","A","Official figure"
"QCL","Crops and livestock products","096","Brunei Darussalam","5112","Stocks","02154","Ducks","2021","2021","1000 Head","229","E","Estimated value"
"QCL","Crops and livestock products","096","Brunei Darussalam","5111","Stocks","02123","Goats","2021","2021","Head","4169","A","Official figure"
"QCL","Crops and livestock products","096","Brunei Darussalam","5111","Stocks","02122","Sheep","2021","2021","Head","4499","E","Estimated value"
"QCL","Crops and livestock products","096","Brunei Darussalam","5111","Stocks","02140","Swine / pigs","2021","2021","Head","765","I","Imputed value"
"QCL","Crops and livestock products","100","Bulgaria","5114","Stocks","02196","Bees","2021","2021","No","838000","A","Official figure"
"QCL","Crops and livestock products","100","Bulgaria","5111","Stocks","02112","Buffalo","2021","2021","Head","21690","A","Official figure"
"QCL","Crops and livestock products","100","Bulgaria","5111","Stocks","02111","Cattle","2021","2021","Head","611200","A","Official figure"
"QCL","Crops and livestock products","100","Bulgaria","5111","Stocks","02123","Goats","2021","2021","Head","215000","A","Official figure"
"QCL","Crops and livestock products","100","Bulgaria","5111","Stocks","02122","Sheep","2021","2021","Head","1199550","A","Official figure"
"QCL","Crops and livestock products","100","Bulgaria","5111","Stocks","02140","Swine / pigs","2021","2021","Head","694660","A","Official figure"
